,ad,dataset,c_type,n_cell,cell_times,seq_depth,method,metric,evaluation,fig_path,hyper_para
116,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,ari,0.0,immunebeta_5_0_5000_5,5
117,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,pcr,0.890546508831257,immunebeta_5_0_5000_50,50
118,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,nmi,0.0,immunebeta_5_0_5000_50,50
119,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,ari,0.0,immunebeta_5_0_5000_50,50
120,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,pcr,0.6727497169448707,immunebeta_5_0_5000_100,100
121,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,nmi,0.0,immunebeta_5_0_5000_100,100
122,path,human_pancreas_norm_complexBatch,beta,5,0,5000,scgen,ari,0.0,immunebeta_5_0_5000_100,100
123,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,pcr,0.0,immuneductal_2_0_1000_5,5
124,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,nmi,0.0,immuneductal_2_0_1000_5,5
125,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,ari,0.0,immuneductal_2_0_1000_5,5
126,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,pcr,0.8395313822174136,immuneductal_2_0_1000_50,50
127,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,nmi,0.0,immuneductal_2_0_1000_50,50
128,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,ari,0.0,immuneductal_2_0_1000_50,50
129,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,pcr,0.7678830528235887,immuneductal_2_0_1000_100,100
130,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,nmi,0.0,immuneductal_2_0_1000_100,100
131,path,human_pancreas_norm_complexBatch,ductal,2,0,1000,scgen,ari,0.0,immuneductal_2_0_1000_100,100
132,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,pcr,0.0,immunemultiple_5_5_10000_5,5
133,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,nmi,0.06501516874148143,immunemultiple_5_5_10000_5,5
134,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,ari,0.03183552707197185,immunemultiple_5_5_10000_5,5
135,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,pcr,0.3166002953765909,immunemultiple_5_5_10000_50,50
136,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,nmi,0.06501516874148143,immunemultiple_5_5_10000_50,50
137,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,ari,0.03183552707197185,immunemultiple_5_5_10000_50,50
138,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,pcr,0.28756498885532517,immunemultiple_5_5_10000_100,100
139,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,nmi,0.06501516874148143,immunemultiple_5_5_10000_100,100
140,path,human_pancreas_norm_complexBatch,multiple,5,5,10000,scgen,ari,0.03183552707197185,immunemultiple_5_5_10000_100,100
141,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,pcr,0.0,immunedelta_0_0_10000_5,5
142,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,nmi,0.0,immunedelta_0_0_10000_5,5
143,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,ari,0.0,immunedelta_0_0_10000_5,5
144,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,pcr,0.0,immunedelta_0_0_10000_50,50
145,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,nmi,0.0,immunedelta_0_0_10000_50,50
146,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,ari,0.0,immunedelta_0_0_10000_50,50
147,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,pcr,0.0,immunedelta_0_0_10000_100,100
148,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,nmi,0.0,immunedelta_0_0_10000_100,100
